Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Other ID,Integration,Owned By,Owned By,Owned By,Comment,Comment,Comment,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status
3178641,Ticket Exchange Module,ticket exchange module,,,,epic,,,"Nov 30, 2016",,,,Working on the module which allow user to exchange their bus ticket,https://www.pivotaltracker.com/epic/show/3178641,,,,,,,,,,,,,,,,,,,,
3178639,Report Module,report module,,,,epic,,,"Nov 30, 2016",,,,Working on the module to generate report,https://www.pivotaltracker.com/epic/show/3178639,,,,,,,,,,,,,,,,,,,,
3178637,Bus Management Module,bus management module,,,,epic,,,"Nov 30, 2016",,,,Working on the module to manage the bus,https://www.pivotaltracker.com/epic/show/3178637,,,,,,,,,,,,,,,,,,,,
3178633,Bus Schedule Management Module,bus schedule management module,,,,epic,,,"Nov 30, 2016",,,,Working on the module which include about the bus scheduling,https://www.pivotaltracker.com/epic/show/3178633,,,,,,,,,,,,,,,,,,,,
3178629,Route Module,route module,,,,epic,,,"Nov 30, 2016",,,,Working on the route of the bus,https://www.pivotaltracker.com/epic/show/3178629,,,,,,,,,,,,,,,,,,,,
3178627,System User Module,system user module,,,,epic,,,"Nov 30, 2016",,,,"Working on the module which including for the user to log in, user retrieve back their password and log out",https://www.pivotaltracker.com/epic/show/3178627,,,,,,,,,,,,,,,,,,,,
3178621,Staff Maintenance Module,staff maintenence module,,,,epic,,,"Nov 30, 2016",,,,"Working on all the module which including adding the staff, retrieving staff details and etc",https://www.pivotaltracker.com/epic/show/3178621,,,,,,,,,,,,,,,,,,,,
134786183,Add new Staff,staff maintenence module,1,"Nov 21, 2016","Nov 27, 2016",feature,2,accepted,"Nov 22, 2016","Nov 26, 2016",,Teoh Zhang Kuan,"As a manager, I should able to add new staff so that I can increase the number of staff when new staff join the company.",https://www.pivotaltracker.com/story/show/134786183,,,Bryan Voon,Teoh Zhang Kuan,,,,,"Design a UI with textfields which include Name,IC,Contact No,Address,Email to let the user key in the new staff details,radio button also provided for gender and position selection.Provide three buttons which are ""Confirm"" , ""Reset"" and ""Back"" button for user to select.",completed,Make the system able to add the new staff details into the database.,completed,Prompt successful message if the new staff detail successful added into the database,completed
134776443,Login,system user module,1,"Nov 21, 2016","Nov 27, 2016",feature,2,accepted,"Nov 22, 2016","Nov 26, 2016",,Teoh Zhang Kuan,"As a user of the system, I should have a username and password so that I can log in into the system to use the functions of the system.",https://www.pivotaltracker.com/story/show/134776443,,,Teoh YunSheng,Teoh Zhang Kuan,,,,,"Design a UI with textfield which include Username and password to let the user key in username and password.Provide ""Login"", ""Reset"" and ""Forget Password"" buttons for user to select.",completed,Make the system able to verify the username and password through database,completed,Prompt error message when username or password is incorrect,completed,Prompt successful message when the username and password are correct,completed,Redirect the user to the homepage of the system,completed
134786185,View staff information in detail,staff maintenence module,1,"Nov 21, 2016","Nov 27, 2016",feature,1,accepted,"Nov 22, 2016","Nov 26, 2016",,Teoh Zhang Kuan,"As a manager, I should able to view staff information in detail so that I can clearly know about my staff.",https://www.pivotaltracker.com/story/show/134786185,,,Bryan Voon,Jasper Pong,,,,,"Design a UI with drop down list to let user select staff based on staff ID.Provide ""Retrieve"", ""Reset"" and ""Back"" buttons for user to select.",completed,Make the system able to retrieve the staff information from the database,completed,"Display the staff information which include Name,Date of Birth,IC,Gender,Contact No,Address,Email,Position and Status.",completed
